1, 1, 1_feature:0.27, 0, 0.0
1, 2, 2_null:-2.67, 0, 0.0
1, 3, 3_null:4.35, 0, 0.0
1, 4, 4_feature:0.29, 0, 0.0
1, 5, 5_null:8.14, 0, 0.0
1, 6, 6_null:8.82, 0, 0.0
1, 7, 7_null:9.25, 0, 0.0
1, 8, 8_feature:0.35, 0, 0.0
1, 9, 9_x2:0.00, 7, 6.857728571428572
2, 1, 1_feature:0.27, 0, 0.0
2, 2, 2_null:-2.67, 0, 0.0
2, 3, 3_null:4.35, 0, 0.0
2, 4, 4_feature:0.29, 0, 0.0
2, 5, 5_null:8.14, 0, 0.0
2, 6, 6_null:8.82, 0, 0.0
2, 7, 7_null:9.25, 0, 0.0
2, 8, 8_feature:0.35, 0, 0.0
2, 9, 9_null:9.53, 0, 0.0
2, 10, 10_x2:0.00, 8, 8.9026
3, 1, 1_feature:0.27, 0, 0.0
3, 2, 2_null:-2.67, 0, 0.0
3, 3, 3_null:4.35, 0, 0.0
3, 4, 4_feature:0.29, 0, 0.0
3, 5, 5_null:8.14, 0, 0.0
3, 6, 6_null:8.82, 0, 0.0
3, 7, 7_null:9.25, 0, 0.0
3, 8, 8_feature:0.35, 0, 0.0
3, 9, 9_null:9.53, 0, 0.0
3, 10, 10_null:9.66, 0, 0.0
3, 11, 11_x2:0.00, 19, 8.069999999999997
4, 1, 1_feature:0.27, 0, 0.0
4, 2, 2_null:-2.67, 0, 0.0
4, 3, 3_null:4.35, 0, 0.0
4, 4, 4_feature:0.29, 0, 0.0
4, 5, 5_null:8.14, 0, 0.0
4, 6, 6_null:8.82, 0, 0.0
4, 7, 7_null:9.25, 0, 0.0
4, 8, 8_feature:0.35, 0, 0.0
4, 9, 9_null:9.53, 0, 0.0
4, 10, 10_null:9.66, 0, 0.0
4, 11, 11_feature:0.47, 0, 0.0
4, 12, 12_null:9.88, 0, 0.0
4, 13, 13_x2:0.00, 11, 7.620800000000002
5, 1, 1_feature:0.27, 0, 0.0
5, 2, 2_null:-2.67, 0, 0.0
5, 3, 3_null:4.35, 0, 0.0
5, 4, 4_feature:0.29, 0, 0.0
5, 5, 5_null:8.14, 0, 0.0
5, 6, 6_null:8.82, 0, 0.0
5, 7, 7_null:9.25, 0, 0.0
5, 8, 8_feature:0.35, 0, 0.0
5, 9, 9_null:9.53, 0, 0.0
5, 10, 10_null:9.66, 0, 0.0
5, 11, 11_feature:0.47, 0, 0.0
5, 12, 12_null:9.88, 0, 0.0
5, 13, 13_x2:0.00, 5, 7.5458
6, 1, 1_feature:0.27, 0, 0.0
6, 2, 2_null:-2.67, 0, 0.0
6, 3, 3_null:4.35, 0, 0.0
6, 4, 4_feature:0.29, 0, 0.0
6, 5, 5_null:8.14, 0, 0.0
6, 6, 6_null:8.82, 0, 0.0
6, 7, 7_null:9.25, 0, 0.0
6, 8, 8_feature:0.35, 0, 0.0
6, 9, 9_null:9.53, 0, 0.0
6, 10, 10_null:9.66, 0, 0.0
6, 11, 11_feature:0.47, 0, 0.0
6, 12, 12_null:9.91, 0, 0.0
6, 13, 13_x2:0.00, 7, 7.620800000000001
7, 1, 1_feature:0.27, 0, 0.0
7, 2, 2_null:-2.67, 0, 0.0
7, 3, 3_null:4.35, 0, 0.0
7, 4, 4_feature:0.29, 0, 0.0
7, 5, 5_null:8.14, 0, 0.0
7, 6, 6_null:8.82, 0, 0.0
7, 7, 7_null:9.25, 0, 0.0
7, 8, 8_feature:0.35, 0, 0.0
7, 9, 9_null:9.53, 0, 0.0
7, 10, 10_null:9.66, 0, 0.0
7, 11, 11_feature:0.47, 0, 0.0
7, 12, 12_null:9.91, 0, 0.0
7, 13, 13_x2:0.00, 7, 7.5458
8, 1, 1_feature:0.27, 0, 0.0
8, 2, 2_null:-2.67, 0, 0.0
8, 3, 3_null:4.35, 0, 0.0
8, 4, 4_feature:0.29, 0, 0.0
8, 5, 5_null:8.14, 0, 0.0
8, 6, 6_null:8.82, 0, 0.0
8, 7, 7_null:9.25, 0, 0.0
8, 8, 8_null:9.02, 0, 0.0
8, 9, 9_feature:0.35, 0, 0.0
8, 10, 10_x2:0.00, 3, 8.455933333333334
9, 1, 1_feature:0.27, 0, 0.0
9, 2, 2_null:-2.67, 0, 0.0
9, 3, 3_null:4.35, 0, 0.0
9, 4, 4_feature:0.29, 0, 0.0
9, 5, 5_null:8.14, 0, 0.0
9, 6, 6_null:8.82, 0, 0.0
9, 7, 7_null:9.25, 0, 0.0
9, 8, 8_null:9.02, 0, 0.0
9, 9, 9_feature:0.35, 0, 0.0
9, 10, 10_x2:0.00, 27, 10.113699999999996
10, 1, 1_feature:0.27, 0, 0.0
10, 2, 2_null:-2.67, 0, 0.0
10, 3, 3_null:4.35, 0, 0.0
10, 4, 4_feature:0.29, 0, 0.0
10, 5, 5_null:8.14, 0, 0.0
10, 6, 6_null:8.82, 0, 0.0
10, 7, 7_null:9.25, 0, 0.0
10, 8, 8_null:9.02, 0, 0.0
10, 9, 9_feature:0.35, 0, 0.0
10, 10, 10_x2:0.00, 2, 10.10125
11, 1, 1_feature:0.27, 0, 0.0
11, 2, 2_null:-2.67, 0, 0.0
11, 3, 3_null:4.35, 0, 0.0
11, 4, 4_feature:0.29, 0, 0.0
11, 5, 5_null:8.14, 0, 0.0
11, 6, 6_null:8.82, 0, 0.0
11, 7, 7_null:9.25, 0, 0.0
11, 8, 8_null:9.02, 0, 0.0
11, 9, 9_feature:0.35, 0, 0.0
11, 10, 10_x2:0.00, 24, 11.683799999999998
12, 1, 1_feature:0.27, 0, 0.0
12, 2, 2_null:-2.67, 0, 0.0
12, 3, 3_null:4.35, 0, 0.0
12, 4, 4_feature:0.29, 0, 0.0
12, 5, 5_null:8.14, 0, 0.0
12, 6, 6_null:8.82, 0, 0.0
12, 7, 7_feature:0.35, 0, 0.0
12, 8, 8_null:8.43, 0, 0.0
12, 9, 9_feature:0.52, 0, 0.0
12, 10, 10_x2:0.00, 4, 15.7524
13, 1, 1_feature:0.27, 0, 0.0
13, 2, 2_null:-2.67, 0, 0.0
13, 3, 3_null:4.35, 0, 0.0
13, 4, 4_feature:0.29, 0, 0.0
13, 5, 5_null:8.14, 0, 0.0
13, 6, 6_null:8.82, 0, 0.0
13, 7, 7_feature:0.35, 0, 0.0
13, 8, 8_null:8.43, 0, 0.0
13, 9, 9_feature:0.52, 0, 0.0
13, 10, 10_null:8.71, 0, 0.0
13, 11, 11_x2:0.00, 6, 15.7524
14, 1, 1_feature:0.27, 0, 0.0
14, 2, 2_null:-2.67, 0, 0.0
14, 3, 3_null:4.35, 0, 0.0
14, 4, 4_feature:0.29, 0, 0.0
14, 5, 5_null:8.14, 0, 0.0
14, 6, 6_null:8.82, 0, 0.0
14, 7, 7_feature:0.35, 0, 0.0
14, 8, 8_null:8.43, 0, 0.0
14, 9, 9_feature:0.52, 0, 0.0
14, 10, 10_null:8.71, 0, 0.0
14, 11, 11_x2:0.00, 6, 13.579099999999999
15, 1, 1_feature:0.27, 0, 0.0
15, 2, 2_null:-2.67, 0, 0.0
15, 3, 3_null:4.35, 0, 0.0
15, 4, 4_feature:0.29, 0, 0.0
15, 5, 5_null:8.14, 0, 0.0
15, 6, 6_null:8.82, 0, 0.0
15, 7, 7_feature:0.35, 0, 0.0
15, 8, 8_null:8.43, 0, 0.0
15, 9, 9_null:8.39, 0, 0.0
15, 10, 10_x2:0.00, 10, 20.6883
16, 1, 1_feature:0.27, 0, 0.0
16, 2, 2_null:-2.67, 0, 0.0
16, 3, 3_null:4.35, 0, 0.0
16, 4, 4_feature:0.29, 0, 0.0
16, 5, 5_null:8.14, 0, 0.0
16, 6, 6_null:8.82, 0, 0.0
16, 7, 7_feature:0.35, 0, 0.0
16, 8, 8_null:8.43, 0, 0.0
16, 9, 9_null:8.39, 0, 0.0
16, 10, 10_x2:0.00, 20, 18.145
17, 1, 1_feature:0.27, 0, 0.0
17, 2, 2_null:-2.67, 0, 0.0
17, 3, 3_null:4.35, 0, 0.0
17, 4, 4_feature:0.29, 0, 0.0
17, 5, 5_null:8.14, 0, 0.0
17, 6, 6_null:8.82, 0, 0.0
17, 7, 7_feature:0.35, 0, 0.0
17, 8, 8_feature:0.32, 0, 0.0
17, 9, 9_x2:0.00, 1, 14.3899
18, 1, 1_feature:0.27, 0, 0.0
18, 2, 2_null:-2.67, 0, 0.0
