1,0.5
2,0.35855082774383074
3,0.19857125832869604
4,0.35853790656056306
5,0.35864491060697556
6,0.1515380873170156
7,0.4683257743741639
8,0.1417903807056069
9,0.18383000055244356
10,0.15912064668071146
11,0.9604176066413196
12,0.05256538072687844
13,0.7813627824128544
14,0.3297143949254334
15,0.6397633387449115
16,0.5307994448923958
17,0.38817425805210104
18,0.05278070806239754
19,0.6709521252048336
20,0.18935912285840617
21,0.9392509497491948
22,0.3316850010974931
23,0.7273308078541493
24,0.3405831919523373
25,0.31373097115731646
26,0.19652142844561882
27,0.9255126105756738
28,0.1414324211431056
29,0.4049181222254409
30,0.10885403272305659
31,0.49092189006828135
32,0.9829410064679013
33,0.5283003244556358
34,0.3322375426020745
35,0.22888223251443193
36,0.23389037486723174
37,0.08579194880903428
38,0.0499049485154035
39,0.5380465980880603
40,0.2343722142174067
41,0.8125568279808938
42,0.14173820076221677
43,0.2196659565724023
