1,0.5
2,0.889634045587132
3,0.40188442082169573
4,0.8897002629227188
5,0.5309836191514989
6,0.9225602433829674
7,0.2783661698708162
8,0.8899711565911965
9,0.27436163812469794
10,0.8487594402194175
11,0.7848496710391601
12,0.09870785061902433
13,0.7939178104674411
14,0.9224512184576638
15,0.742092817838972
16,0.10446122045437102
17,0.7347425032203814
18,0.10444055325216284
19,0.4366429149324796
20,0.4698113662139207
21,0.07963607457074039
22,0.8361347088232376
23,8.807456884765141E-4
24,0.8898337867662055
25,0.9488187730289966
26,0.09858681359062138
27,0.9580802812603512
28,0.9225134262605538
29,0.8193464136853843
30,0.4921445617752807
31,0.9189710863461701
32,0.8487276206514962
33,0.7503361208589756
34,0.7348369638341389
35,0.7959232209801852
36,0.5805015850127494
37,0.5836248225082001
38,0.735248019181745
39,0.46769834789364684
40,0.802922194001357
41,0.7125677280467326
42,0.531284188477792
43,0.4542320304309848
